HydroCode,OBJECTID,BoreID,RefElev,RefElevDesc,FromDepth,ToDepth,TopElev,BottomElev,MajorLithCode,MinorLithCode,Description,Source,LogType,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Latitude,longitude
GW036600.1.1,312138,10053464,245.8,NGS,89.5,91.0,156.3,154.8,GRVL,,Gravel cemented water bearing,NSW Hydstra,1,,,,,,,,,-30.7613,150.037
GW030378.3.1,253499,10046253,307.0,NGS,9.14,12.19,297.86,294.81,CLAY,,"Clay; brown and buff grey, fine to coarse sandy, tightly compacted","L. Drury, WC&IC",2,,,,,,,,,-31.3887,150.466
GW900892.1.1,790280,10144626,272.88,NGS,54.2,111.0,218.68,161.88,UNKN,,Pink volcanic clay,NSW Hydstra,1,,,,,,,,,-30.9457,150.401
GW902811.1.1,804318,10146515,265.52,NGS,25.5,74.0,240.02,191.52,CRSE,,Coarse gravel rocks and clay,NSW Hydstra,1,,,,,,,,,-30.8776,150.249
GW967721.1.1,818141,10149335,488.97,NGS,28.0,30.5,460.97,458.47,SHLE,,Shale,NSW Hydstra,1,,,,,,,,,-31.476,150.807
GW006168.1.1,65206,10021512,291.88,NGS,39.62,76.2,252.26,215.68,BSLT,,Basalt hard,NSW Hydstra,1,,,,,,,,,-30.3712,149.965
GW000858.1.1,7744,10016207,294.46,NGS,37.49,38.1,256.97,256.36,ROCK,,Rock grey,NSW Hydstra,1,,,,,,,,,-30.7629,150.207
GW030305.1.1,251158,10046089,278.3,NGS,33.53,35.05,244.77,243.25,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-30.9951,150.428
GW969567.1.1,830705,10151193,371.36,NGS,44.2,45.7,327.16,325.66,SHLE,,"Shale, water bearing",NSW Hydstra,1,,,,,,,,,-30.9708,150.882
GW968903.1.1,826435,10150518,534.64,NGS,11.0,16.0,523.64,518.64,ROCK,,"Rock, fractured, brown, water bearing",NSW Hydstra,1,,,,,,,,,-30.3742,150.778
GW029919.1.1,238480,10045291,180.22,NGS,43.28,45.41,136.94,134.81,SAND,,Sand fine-medium,NSW Hydstra,1,,,,,,,,,-30.2159,149.254
GW036363.3.1,303354,10052977,155.0,NGS,3.1,4.6,151.9,150.4,CLAY,,Clay - light brown,I. Krumins,2,,,,,,,,,-29.874,148.911
GW001969.1.1,18340,10017318,383.04,NGS,91.14,91.74,291.9,291.3,ROCK,,Rock,NSW Hydstra,1,,,,,,,,,-31.119,149.112
GW969777.1.1,832525,10151402,330.6,NGS,93.0,98.8,237.6,231.8,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.276,149.891
GW027369.1.1,221665,10042757,291.46,NGS,0.0,1.22,291.46,290.24,SOIL,,Soil black,NSW Hydstra,1,,,,,,,,,-31.2279,150.525
GW901825.1.1,797155,10145558,222.23,NGS,3.0,6.0,219.23,216.23,UNKN,,Sandy clay,NSW Hydstra,1,,,,,,,,,-30.3931,149.904
GW028424.1.1,228241,10043800,164.33,NGS,41.15,42.98,123.18,121.35,CLAY,,Clay sandy,NSW Hydstra,1,,,,,,,,,-30.1018,148.966
GW020735.1.1,167307,10035990,216.66,NGS,39.92,52.12,176.74,164.54,CLAY,,Clay light greenish yellow grey sandy,NSW Hydstra,1,,,,,,,,,-30.4162,149.419
GW045034.1.1,361893,10060427,399.03,NGS,6.71,8.84,392.32,390.19,ROCK,,Rock white quartzite,NSW Hydstra,1,,,,,,,,,-31.034,150.887
GW012144.1.1,112245,10027459,218.23,NGS,11.58,12.49,206.65,205.74,CLAY,,Clay gravel,NSW Hydstra,1,,,,,,,,,-30.2923,149.799
GW900653.1.1,788413,10144387,211.68,NGS,0.0,2.0,211.68,209.68,UNKN,,Black soil,NSW Hydstra,1,,,,,,,,,-30.2237,149.719
GW901370.1.1,793843,10145104,279.41,NGS,64.0,65.0,215.41,214.41,SAND,,Sand - fine yellow/brown,NSW Hydstra,1,,,,,,,,,-30.9945,149.858
GW036441.3.1,305867,10053138,256.5,NGS,47.24,48.77,209.26,207.73,SAND,,"Sand & clay; sand 95% (fine to 2mm), and clay 5% (brown)","I. Krumins, WRC",2,,,,,,,,,-30.8493,149.954
GW030088.1.1,242817,10045586,342.8,NGS,67.36,68.58,275.44,274.22,CLAY,,Clay bands reddish grey gravel clay reddish grey yellow hard sandy,NSW Hydstra,1,,,,,,,,,-31.4659,150.607
GW063075.1.1,450364,10077961,275.87,NGS,43.8,45.4,232.07,230.47,SAND,,Sand tight gravel water supply,NSW Hydstra,1,,,,,,,,,-31.0156,150.448
GW900329.1.1,786180,10144063,324.32,NGS,27.6,33.4,296.72,290.92,UNKN,,Soft basalt,NSW Hydstra,1,,,,,,,,,-31.4246,150.292
GW008662.1.1,90913,10024004,207.08,NGS,7.62,9.44,199.46,197.64,CLAY,,Clay white,NSW Hydstra,1,,,,,,,,,-30.1879,149.677
GW037679.1.1,325614,10055019,434.74,NGS,4.57,9.14,430.17,425.6,GRNT,,Granite weathered,NSW Hydstra,1,,,,,,,,,-31.0765,151.056
GW030117.1.1,244233,10045672,209.0,NGS,36.58,39.32,172.42,169.68,SAND,,Sand grey fine small gravel,NSW Hydstra,1,,,,,,,,,-30.2715,149.73
GW038902.1.1,332499,10056232,419.71,NGS,45.72,60.96,373.99,358.75,BSLT,,Basalt hard,NSW Hydstra,1,,,,,,,,,-31.0818,150.756
GW044541.1.1,359543,10059950,470.38,NGS,0.0,0.15,470.38,470.23,SOIL,,Soil,NSW Hydstra,1,,,,,,,,,-31.077,150.999
GW021433.3.4,178444,10036724,201,NGS,43.31,51.85,157.69,149.15,SASH,,"Sandy clay; brown - well graded sand & gravel. angular & rounded to 1/4.  - cohesive (slightly), sample appears to be contaminated with bentonite (blobs of strongly cracking greenish clay)",C Forbes,2,,,,,,,,,-30.2526,149.595
GW900449.1.1,787223,10144183,154.97,NGS,39.92,47.24,115.05,107.73,UNKN,,Brown clay,NSW Hydstra,1,,,,,,,,,-29.9388,148.9
GW043614.1.1,355521,10059040,374.95,NGS,13.72,22.86,361.23,352.09,CGLM,,Conglomerate clay,NSW Hydstra,1,,,,,,,,,-31.0187,150.876
GW027594.1.1,223173,10042982,409.51,NGS,14.17,17.68,395.34,391.83,CLAY,,Clay stones,NSW Hydstra,1,,,,,,,,,-31.5484,149.891
GW021478.2.2,179412,10036786,191.2,NGS,4.27,5.19,186.93,186.01,CLAY,,"Clay; light brown, strongly cohesive, contains considerable disseminated carbonate & broken carbonate (possibly dolomitic) clasts to 1/2, ",CF Forbes - WC&IC,2,,,,,,,,,-30.2057,149.44
GW057802.1.1,422074,10072991,292.6,NGS,8.75,9.38,283.85,283.22,SAND,,Sand red gravel geologist,NSW Hydstra,1,,,,,,,,,-30.5059,150.164
GW057456.1.1,420236,10072648,487.71,NGS,69.7,92.9,418.01,394.81,SDSN,,Sandstone,NSW Hydstra,1,,,,,,,,,-31.1859,149.131
GW021811.1.1,181460,10037142,151.73,NGS,10.67,15.54,141.06,136.19,CLAY,,Clay sandy,NSW Hydstra,1,,,,,,,,,-29.9454,148.81
GW030053.1.1,241292,10045490,248.8,NGS,51.82,52.43,196.98,196.37,CLAY,,Grey clay and shale fragments (?),D Roberts,2,,,,,,,,,-30.7206,150.154
GW028652.1.1,229655,10044027,254.75,NGS,12.19,19.81,242.56,234.94,GRVL,,Gravel water supply,NSW Hydstra,1,,,,,,,,,-30.8751,150.159
GW968711.1.1,825195,10150326,189.38,NGS,64.3,64.6,125.08,124.78,CLAY,,"Clay, dark grey",NSW Hydstra,1,,,,,,,,,-30.236,149.433
GW030016.1.1,239596,10045413,300.1,NGS,24.38,27.43,275.72,272.67,CLAY,,"Clay; clay, 95%, dark brown, and a little fine gravel 5%","D. Roberts, WC&IC",2,,,,,,,,,-31.329,150.506
GW036305.2.1,300959,10052820,289.7,NGS,0.0,1.52,289.7,288.18,CLAY,,Clay, black,"I. Krumins, WC&IC",2,,,,,,,,-31.279,150.485
GW060381.1.1,436928,10075569,214.08,NGS,41.45,45.11,172.63,168.97,SAND,,Sand small gravel water bearing,NSW Hydstra,1,,,,,,,,,-30.342,149.789
GW027360.1.1,221641,10042748,272.65,NGS,38.71,39.62,233.94,233.03,SAND,,Sand gravel water supply,NSW Hydstra,1,,,,,,,,,-31.0468,150.409
GW037170.1.1,322345,10054517,189.57,NGS,55.47,56.39,134.1,133.18,GRVL,,Gravel free coarse,NSW Hydstra,1,,,,,,,,,-30.2095,149.404
GW968397.1.1,823395,10150012,277.84,NGS,130.0,140.0,147.84,137.84,SDSN,,"Sandstone, grey, medium strength",NSW Hydstra,1,,,,,,,,,-30.6466,150.168
GW022863.1.1,186868,10038182,440.97,NGS,67.97,71.02,373,369.95,SDSN,,Sandstone gravel shale,NSW Hydstra,1,,,,,,,,,-31.5793,149.883
GW900748.1.1,789081,10144482,241.0,NGS,16.4,18.3,224.6,222.7,UNKN,,Sand and gravel,NSW Hydstra,1,,,,,,,,,-30.524,150.03
GW025140.1.1,200467,10040281,182.2,NGS,15.56,16.47,166.64,165.73,SAND,,"Sand; light brown, very silty, fine to coarse",D Roberts - WC&IC,2,,,,,,,,,-30.1304,149.311
GW050403.1.1,388716,10065616,523.84,NGS,0.0,1.52,523.84,522.32,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-31.012,151.089
GW036065.2.1,291830,10052238,179,NGS,0.0,1.52,179,177.48,TPSL,,Topsoil black,NSW Hydstra,1,,,,,,,,,-30.2212,149.241
GW018460.1.1,154346,10033725,409.18,NGS,4.27,24.38,404.91,384.8,SHLE,,Shale,NSW Hydstra,1,,,,,,,,,-30.9034,150.814
GW036515.3.1,308000,10053273,278.6,NGS,36.0,37.0,242.6,241.6,CLAY,,"Clay & sand & gravel; clay 60% (brown), and sand & gravel 40% (up to 6mm)","I. Krumins, WRC",2,,,,,,,,,-31.0112,149.86
GW057850.1.1,422496,10073039,181.39,NGS,44.81,46.33,136.58,135.06,SAND,,Sand well sorted,NSW Hydstra,1,,,,,,,,,-30.0645,149.335
GW015474.1.1,137898,10030758,407.29,NGS,17.98,28.35,389.31,378.94,SHLE,,Shale,NSW Hydstra,1,,,,,,,,,-31.0906,150.853
GW030563.1.1,259299,10046651,244.71,NGS,12.19,14.02,232.52,230.69,SAND,,Sand,NSW Hydstra,1,,,,,,,,,-30.7209,150.087
GW965568.1.1,807793,10147134,282.1,NGS,6.0,7.0,276.1,275.1,19,,Silty clay brown with white flakes,NSW Hydstra,1,,,,,,,,,-30.9856,150.259
GW034614.1.1,281471,10050675,177.29,NGS,25.6,26.52,151.69,150.77,SAND,,Sand gravel water supply,NSW Hydstra,1,,,,,,,,,-30.2584,149.178
GW966052.1.1,810254,10147624,451.82,NGS,1.5,2.0,450.32,449.82,ROCK,,Rock,NSW Hydstra,1,,,,,,,,,-31.2673,150.747
GW003083.1.1,27376,10018432,272.41,NGS,93.88,99.36,178.53,173.05,SHLE,,Shale black coal bands water supply,NSW Hydstra,1,,,,,,,,,-30.707,150.239
GW027835.1.1,224528,10043217,164.67,NGS,29.87,42.67,134.8,122,CLAY,,Clay sandy fine gravel water supply,NSW Hydstra,1,,,,,,,,,-30.1023,148.964
GW059297.1.1,430398,10074484,199.69,NGS,0.0,8.0,199.69,191.69,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-30.2107,149.591
GW030266.4.1,249731,10046002,194.9,NGS,7.63,9.15,187.27,185.75,SAND,,"Sand & clay; 50%, light brown (fine 30%, medium 40% & coarse 30%), mostly chert & jasper. clay 50%, orange brown.",G Gates - WC&IC,2,,,,,,,,,-30.1523,149.523
GW036139.2.1,294442,10052409,179.1,NGS,0.0,3.05,179.1,176.05,TPSL,,Topsoil black,NSW Hydstra,1,,,,,,,,,-30.1598,149.247
GW021072.1.1,170124,10036324,426.2,NGS,20.42,23.47,405.78,402.73,CLAY,,Clay light brown,NSW Hydstra,1,,,,,,,,,-31.5707,149.889
GW018197.1.1,152931,10033462,313.77,NGS,21.95,25.91,291.82,287.86,GRVL,,Gravel conglomerate water supply,NSW Hydstra,1,,,,,,,,,-30.6815,150.285
GW049990.1.1,387118,10065204,194.11,NGS,101.8,108.2,92.31,85.91,SAND,,Sand,NSW Hydstra,1,,,,,,,,,-30.1345,149.538
GW017027.1.1,145992,10032299,358.13,NGS,14.94,30.94,343.19,327.19,CLAY,,Clay gravel water supply,NSW Hydstra,1,,,,,,,,,-30.7359,150.38
GW006071.1.1,64539,10021417,238.15,NGS,35.05,46.63,203.1,191.52,CLAY,,Clay yellow sandy,NSW Hydstra,1,,,,,,,,,-30.6512,149.072
GW036252.3.1,298728,10052696,157.9,NGS,74.68,76.81,83.22,81.09,SHLE,,Shale dark grey,NSW Hydstra,1,,,,,,,,,-29.9362,148.966
GW025221.4.4,202337,10040429,206.6,NGS,42.7,44.23,163.9,162.37,GRVL,,"Gravel; grey, medium, rounded to subrounded, mainly quartz & jasper 50%, grey sandy clay 50%",D Roberts - WC&IC,2,,,,,,,,,-30.294,149.669
GW064150.1.1,454073,10078658,348.56,NGS,0.0,0.6,348.56,347.96,SOIL,,Soil,NSW Hydstra,1,,,,,,,,,-30.7637,150.705
GW029348.1.1,234753,10044723,320.75,NGS,0.0,1.83,320.75,318.92,TPSL,,Topsoil sandy,NSW Hydstra,1,,,,,,,,,-31.4184,150.536
GW059297.1.1,430391,10074484,199.69,NGS,24.0,34.0,175.69,165.69,SAND,,Sand gravel,NSW Hydstra,1,,,,,,,,,-30.2107,149.591
GW010462.1.1,98679,10025787,135.92,NGS,0.0,1.52,135.92,134.4,SOIL,,Soil black,NSW Hydstra,1,,,,,,,,,-30.0637,148.273
GW902638.1.1,803189,10146344,364.27,NGS,35.1,35.4,329.17,328.87,BSLT,,W.b. basalt,NSW Hydstra,1,,,,,,,,,-31.4343,150.656
GW901276.1.1,793254,10145010,453.7,NGS,85.7,88.4,368.0,365.3,BLBN,,Blue basalt,NSW Hydstra,1,,,,,,,,,-31.1546,150.896
GW057632.1.1,421159,10072823,369.22,NGS,0.3,6.1,368.92,363.12,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.0679,150.897
GW051980.1.1,395799,10067185,226.31,NGS,0.0,1.7,226.31,224.61,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-30.3962,149.819
GW032972.1.1,275426,10049063,248.81,NGS,85.03,86.56,163.78,162.25,SAND,,Sand grey fine,NSW Hydstra,1,,,,,,,,,-30.7673,150.023
GW011047.1.1,104637,10026369,160.5,NGS,28.96,30.48,131.54,130.02,SAND,,Sand soak,NSW Hydstra,1,,,,,,,,,-29.9959,148.993
GW025325.6.1,204618,10040580,195.2,NGS,47.24,50.9,147.96,144.3,GRVL,,Gravel fine water supply,NSW Hydstra,1,,,,,,,,,-30.1373,149.554
GW902177.1.1,800394,10145907,311.51,NGS,88.0,98.0,223.51,213.51,UNKN,,Softer brown & grey clay,NSW Hydstra,1,,,,,,,,,-30.8233,150.385
GW027436.1.1,222234,10042824,386.18,NGS,0.0,1.22,386.18,384.96,SOIL,,Soil,NSW Hydstra,1,,,,,,,,,-31.1262,150.979
GW052384.1.1,397331,10067586,1130.5,NGS,1.5,5.7,1129.0,1124.8,SAND,,Sand fine,NSW Hydstra,1,,,,,,,,,-30.9187,151.384
GW010892.1.1,103177,10026214,268.44,NGS,188.97,190.5,79.47,77.94,COAL,,Coal,NSW Hydstra,1,,,,,,,,,-30.9287,149.947
GW901429.1.1,794227,10145162,316.79,NGS,9.7,11.2,307.09,305.59,GRVL,,Gravelly clay,NSW Hydstra,1,,,,,,,,,-31.4356,150.518
GW062172.1.1,444844,10077055,174.75,NGS,21.0,25.0,153.75,149.75,CLAY,,Clay sandy,NSW Hydstra,1,,,,,,,,,-30.0712,149.248
GW969014.1.1,827353,10150629,299.57,NGS,25.0,28.0,274.57,271.57,SILT,,"Silt/sand, dark tan",NSW Hydstra,1,,,,,,,,,-31.372,150.436
GW020223.1.1,164648,10035479,323.47,NGS,0.0,0.91,323.47,322.56,SOIL,,Soil black,NSW Hydstra,1,,,,,,,,,-31.0287,150.504
GW025672.1.1,210094,10041070,397.47,NGS,15.24,18.29,382.23,379.18,SHLE,,Shale hard,NSW Hydstra,1,,,,,,,,,-31.0918,150.794
GW068279.1.1,464474,10082358,572.55,NGS,0.6,8.6,571.95,563.95,SHLE,,Yellow shale,NSW Hydstra,1,,,,,,,,,-30.8056,150.872
GW900968.1.1,791050,10144702,337.62,NGS,46.0,48.0,291.62,289.62,UNKN,,Brown clay with pebbles,NSW Hydstra,1,,,,,,,,,-30.7676,150.375
GW036593.1.1,311733,10053451,303.0,NGS,17.0,19.0,286.0,284.0,SAND,,Sand gravel water supply stones some clay bands,NSW Hydstra,1,,,,,,,,,-31.1486,149.901
GW965354.1.1,806332,10146939,229.36,NGS,40.0,41.5,189.36,187.86,GRVL,,Gravel,NSW Hydstra,1,,,,,,,,,-30.5153,149.962
GW036441.3.1,305818,10053138,256.5,NGS,67.06,70.1,189.44,186.4,CLAY,,Clay sandy water supply,NSW Hydstra,1,,,,,,,,,-30.8493,149.954
GW070029.1.1,469280,10083173,391.32,NGS,18.0,45.72,373.32,345.6,UNKN,,Grey mudstones,NSW Hydstra,1,,,,,,,,,-31.3132,149.827
GW031726.1.1,268928,10047819,169.59,NGS,65.53,69.49,104.06,100.1,SAND,,Sand coarse,NSW Hydstra,1,,,,,,,,,-30.0176,149.152
GW033877.1.1,278907,10049942,250.7,NGS,0.0,1.22,250.7,249.48,SOIL,,Soil,NSW Hydstra,1,,,,,,,,,-30.837,150.077
GW965792.1.1,808938,10147366,643.9,NGS,1.2,39.6,642.7,604.3,BSLT,,Basalt,NSW Hydstra,1,,,,,,,,,-31.4384,150.893
GW039407.1.1,337165,10056682,133.28,NGS,627.0,628.5,-493.72,-495.22,SDSN,,Sandstone water bearing,NSW Hydstra,1,,,,,,,,,-30.0168,148.116
GW965515.1.1,807445,10147076,430.88,NGS,8.3,10.6,422.58,420.28,SHLE,,Shale/yellow,NSW Hydstra,1,,,,,,,,,-30.9324,150.904
GW050825.1.1,390442,10066034,386.65,NGS,0.0,0.3,386.65,386.35,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-30.8729,150.629
GW028437.1.1,228318,10043813,275.19,NGS,24.08,26.82,251.11,248.37,CLAY,,Clay hard sticky,NSW Hydstra,1,,,,,,,,,-31.1231,150.427
GW902042.1.1,799463,10145773,273.29,NGS,133.0,168.0,140.29,105.29,UNKN,,Washed river  gravel,NSW Hydstra,1,,,,,,,,,-30.9616,150.375
GW016176.1.1,141625,10031454,338.64,NGS,8.53,16.76,330.11,321.88,CLAY,,Clay some waterworn stones,NSW Hydstra,1,,,,,,,,,-31.0912,150.218
GW072007.1.1,476957,10084855,423.64,NGS,16.7,17.0,406.94,406.64,BSLT,,W.b. basalt,NSW Hydstra,1,,,,,,,,,-31.0578,150.779
GW902479.1.1,802129,10146205,280.68,NGS,53.0,54.0,227.68,226.68,GRVL,,Gravel and sand (med. clay),NSW Hydstra,1,,,,,,,,,-30.9901,150.441
GW036189.1.1,296062,10052522,278.3,NGS,69.2,70.4,209.1,207.9,GRVL,,Gravel cemented some small water bearing bands,NSW Hydstra,1,,,,,,,,,-31.1645,150.425
GW071513.1.1,475109,10084455,275.54,NGS,5.7,7.2,269.84,268.34,GRVL,,Dry gravel & boulders,NSW Hydstra,1,,,,,,,,,-31.0193,150.431
GW025327.3.1,204706,10040590,196.5,NGS,45.72,47.55,150.78,148.95,GRVL,,Gravel fine,NSW Hydstra,1,,,,,,,,,-30.1668,149.549
GW900968.1.1,791048,10144702,337.62,NGS,40.0,42.0,297.62,295.62,UNKN,,Brown clay with pebbles,NSW Hydstra,1,,,,,,,,,-30.7676,150.375
GW024708.1.1,196454,10039989,190.86,NGS,0.91,5.79,189.95,185.07,CLAY,,Clay light brown,NSW Hydstra,1,,,,,,,,,-30.1868,149.423
GW053395.1.1,401719,10068597,197.79,NGS,50.9,57.3,146.89,140.49,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-30.2415,149.537
GW029550.1.1,236103,10044924,387.68,NGS,18.59,24.99,369.09,362.69,ROCK,,Rock hard clay water supply,NSW Hydstra,1,,,,,,,,,-31.2195,150.608
GW018487.1.1,154590,10033752,263.41,NGS,0.91,4.88,262.5,258.53,SOIL,,Soil red,NSW Hydstra,1,,,,,,,,,-30.9805,150.268
GW000262.1.1,2607,10015611,222.31,NGS,104.33,116.4,117.98,105.91,SHLE,,Shale,NSW Hydstra,1,,,,,,,,,-30.394,149.467
GW046652.1.1,367365,10061892,493.15,NGS,7.32,8.23,485.83,484.92,GRNT,,Granite grey hard water supply,NSW Hydstra,1,,,,,,,,,-30.9476,150.978
GW030477.3.1,257657,10046517,294.2,NGS,70.1,71.6,224.1,222.6,SAND,,Sand,NSW Hydstra,1,,,,,,,,,-31.1515,150.516
GW055306.1.1,410795,10070504,439.12,NGS,8.0,12.0,431.12,427.12,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.2798,150.687
GW900285.1.1,785850,10144019,376.41,NGS,7.0,7.3,369.41,369.11,UNKN,,Dry gravel,NSW Hydstra,1,,,,,,,,,-31.4308,150.67
GW036248.2.1,298505,10052679,162.1,NGS,49.99,54.86,112.11,107.24,GRVL,,Gravel clayey,NSW Hydstra,1,,,,,,,,,-30.0934,148.954
GW044606.1.1,359873,10060014,399.22,NGS,52.12,67.67,347.1,331.55,BSLT,,Basalt,NSW Hydstra,1,,,,,,,,,-31.0131,150.726
GW030116.3.1,244143,10045670,203.4,NGS,0.0,3.05,203.4,200.35,SOIL,,Soil black,NSW Hydstra,1,,,,,,,,,-30.2501,149.688
GW030790.1.1,262158,10046886,414.94,NGS,3.4,4.4,411.54,410.54,SAND,,Sand black sticky,NSW Hydstra,1,,,,,,,,,-31.0701,151.048
GW030615.1.1,259928,10046706,163.06,NGS,3.05,3.66,160.01,159.4,CLAY,,Clay grey kopi (copi),NSW Hydstra,1,,,,,,,,,-30.0959,148.975
GW030145.1.1,245428,10045724,310.2,NGS,0.0,38.13,310.2,272.07,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.4759,150.453
GW030275.3.1,250108,10046021,325.0,NGS,53.38,64.05,271.62,260.95,CLAY,,"Clay; 40%, orange brown with white streaks.  sand 30%, orangey brown (30% coasre, 40% medium & 30% fine), mostly quartz & jasper.  gravel 30%, blue brown, 2-20mm, subangular to subrounded, porphyry, chert, quartz, jasper & rock fragments.",G Gates,2,,,,,,,,,-31.4515,150.537
GW968976.1.1,827070,10150591,272.88,NGS,9.5,11.0,263.38,261.88,GRVL,,"Gravel, sandy, very dense, dry, grey brown",NSW Hydstra,1,,,,,,,,,-30.9807,150.258
GW901948.1.1,798601,10145679,394.31,NGS,4.25,7.2,390.06,387.11,UNKN,,Soft sandstone & gravel,NSW Hydstra,1,,,,,,,,,-30.3805,150.135
GW036055.3.1,291410,10052210,233.6,NGS,33.53,36.576,200.07,197.024,CLAY,,"Clay; choc brown, containing <2% gravel (2-20mm).",G Gates - WC&IC,2,,,,,,,,,-30.5773,150.001
GW015760.1.1,139525,10031039,150.16,NGS,36.88,36.9,113.28,113.26,UNKN,,Water supply,NSW Hydstra,1,,,,,,,,,-29.9668,148.765
GW021401.1.1,177684,10036680,218.99,NGS,40.84,41.45,178.15,177.54,SAND,,Sand gravel water supply,NSW Hydstra,1,,,,,,,,,-30.3276,149.819
GW058249.1.1,424666,10073438,431.91,NGS,5.2,18.0,426.71,413.91,LMSN,,Limestone decomposed,NSW Hydstra,1,,,,,,,,,-31.0868,151.0
GW017053.1.1,146107,10032324,297.77,NGS,0.0,40.23,297.77,257.54,CLAY,,Clay alluvium,NSW Hydstra,1,,,,,,,,,-30.8465,150.352
GW033726.1.1,278258,10049793,351.6,NGS,9.45,13.72,342.15,337.88,SHLE,,Shale coal,NSW Hydstra,1,,,,,,,,,-30.3987,150.131
GW901894.1.1,798089,10145627,224.14,NGS,6.0,16.0,218.14,208.14,UNKN,,Sandstone,NSW Hydstra,1,,,,,,,,,-30.3547,149.845
GW037915.1.1,327264,10055254,419.37,NGS,0.6,2.13,418.77,417.24,CLAY,,Clay dense,NSW Hydstra,1,,,,,,,,,-31.1812,150.872
GW028716.1.1,230208,10044091,233.53,NGS,4.87,6.7,228.66,226.83,CLAY,,Clay sandy,NSW Hydstra,1,,,,,,,,,-30.5682,149.974
GW007237.1.1,74028,10022580,339.18,NGS,38.71,66.14,300.47,273.04,SHLE,,Shale grey,NSW Hydstra,1,,,,,,,,,-31.1759,150.039
GW005925.1.1,63332,10021271,354.17,NGS,21.34,36.58,332.83,317.59,ROCK,,Rock,NSW Hydstra,1,,,,,,,,,-31.2398,150.276
GW030478.1.1,257689,10046519,217.4,NGS,8.3,12.0,209.1,205.4,SAND,,Sand,NSW Hydstra,1,,,,,,,,,-30.3429,149.822
GW970067.1.1,834552,10151697,269.6,NGS,2.7,4.5,266.9,265.1,SAND,,"Sand; light brown, dry, fine to coarse grained, poorly sorted, dense. minor rounded gravels 10-40mm",NSW Hydstra,1,,,,,,,,,-30.9664,150.233
GW071502.1.1,475029,10084445,518.55,NGS,6.3,7.3,512.25,511.25,GRNT,,Granite soft,NSW Hydstra,1,,,,,,,,,-31.0612,150.994
GW966033.1.1,810130,10147605,422.37,NGS,8.2,97.5,414.17,324.87,BSLT,,Basalt/blue,NSW Hydstra,1,,,,,,,,,-31.106,150.844
GW043958.1.1,357500,10059382,418.6,NGS,0.0,0.3,418.6,418.3,SOIL,,Soil,NSW Hydstra,1,,,,,,,,,-31.1323,151.013
GW900886.1.1,790242,10144620,611.39,NGS,42.5,42.8,568.89,568.59,UNKN,,W.b. basalt,NSW Hydstra,1,,,,,,,,,-31.4753,151.122
GW966033.1.1,810129,10147605,422.37,NGS,0.0,0.6,422.37,421.77,TPSL,,Topsoil,NSW Hydstra,1,,,,,,,,,-31.106,150.844
GW017872.1.1,150931,10033137,676.9,NGS,0.0,6.1,676.9,670.8,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.5029,151.026
GW044972.1.1,361605,10060377,174.56,NGS,44.5,49.68,130.06,124.88,SAND,,Sand clayey gravel,NSW Hydstra,1,,,,,,,,,-30.2079,149.169
GW902138.1.1,800175,10145868,213.51,NGS,4.0,11.0,209.51,202.51,CLAY,,Grey clay,NSW Hydstra,1,,,,,,,,,-30.3352,149.571
GW030305.1.1,251177,10046089,278.3,NGS,28.98,30.5,249.32,247.8,GRVL,,"Gravel; 80%, slightly clayey (fine 10%, medium 40% & coarse 30%), as above (+ weathered rock fragments).  clay 20%, orangey brown & brownish red, sticky, silty & fine sandy.",L Drury - WC&IC,2,,,,,,,,,-30.9951,150.428
GW030297.2.1,250767,10046060,264.1,NGS,3.05,6.1,261.05,258.0,CLAY,,"Clay; 90%, light brown.  sand 10%, light brown, fine to medium",G Gates - WC&IC,2,,,,,,,,,-30.9756,150.281
GW062190.1.1,444907,10077073,201.85,NGS,10.06,22.25,191.79,179.6,GRVL,,Gravel stones,NSW Hydstra,1,,,,,,,,,-30.242,149.612
GW000007.1.1,126,10015356,213.64,NGS,20.11,30.78,193.53,182.86,CLAY,,Clay reddish,NSW Hydstra,1,,,,,,,,,-30.3426,149.527
GW034268.1.1,280184,10050332,261.62,NGS,16.15,20.11,245.47,241.51,CLAY,,Clay yellow grey,NSW Hydstra,1,,,,,,,,,-30.2115,149.84
GW036210.3.1,296746,10052576,270.0,NGS,33.5,35.4,236.5,234.6,CLAY,,Clay,NSW Hydstra,1,,,,,,,,,-31.0787,150.362
GW038152.1.1,329321,10055488,318.25,NGS,42.06,42.67,276.19,275.58,CGLM,,Conglomerate,NSW Hydstra,1,,,,,,,,,-31.5734,150.514
